timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-30T13:55:15,codecarbon,bddaf1a4-066b-4061-b73b-5edec78110e3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,930.419109085,0.0036289745855391,3.900365491319303e-06,42.5,0.0,10.0,0.0109779354315611,0.0,0.0025821402929277,0.0135600757244889,Netherlands,NLD,,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.12,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,,,12.67377471923828,machine,N,1.0
2025-05-30T14:16:27,codecarbon,bddaf1a4-066b-4061-b73b-5edec78110e3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2203.0712986360004,0.00859586604051871,3.901764798007544e-06,42.5,0.0,10.0,0.026002185765266722,0.0,0.006117244029438897,0.032119429794705626,Netherlands,NLD,,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.12,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,,,12.673774719238281,machine,N,1.0
